"","case","year","month","date","time","location","age","race","gender","type","history","history_num","bond","detention","trial","trial_status","result"
"6838",6838,2017,10,2017-10-06,"Before","Other Place",39,"White","Female","A",1,2,2000,42,FALSE,"n/a","Guilty Plea"
"6839",6839,2020,5,2020-05-11,"After","Harris County",26,"White","Male","B",1,6,0,1,FALSE,"n/a","Guilty Plea"
"6840",6840,2022,1,2022-01-13,"After","Harris County",38,"Black","Female","B",0,1,0,1,FALSE,"n/a","Dismissed"
"6841",6841,2021,10,2021-10-08,"After","Harris County",20,"White","Male","Violent",1,6,0,1,FALSE,"n/a","Guilty Plea"
"6842",6842,2022,5,2022-05-22,"After","Harris County",45,"Latinx","Male","Violent",1,16,0,1,FALSE,"n/a","Guilty Plea"
"6843",6843,2021,8,2021-08-29,"After","Other Place",22,"Latinx","Male","B",1,2,1000,32,FALSE,"n/a","Guilty Plea"
"6844",6844,2020,8,2020-08-21,"After","Harris County",49,"Black","Male","B",1,10,0,1,FALSE,"n/a","Dismissed"
"6845",6845,2021,4,2021-04-15,"After","Harris County",36,"White","Male","B",1,17,0,1,FALSE,"n/a","Dismissed"
"6846",6846,2022,9,2022-09-27,"After","Other Place",24,"White","Female","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6847",6847,2020,2,2020-02-26,"After","Harris County",37,"Black","Male","A",1,3,0,1,FALSE,"n/a","Guilty Plea"
"6848",6848,2020,7,2020-07-22,"After","Other Place",45,"Black","Male","Violent",1,19,10000,2,FALSE,"n/a","Guilty Plea"
"6849",6849,2022,9,2022-09-25,"After","Harris County",43,"White","Female","B",1,6,0,1,FALSE,"n/a","Dismissed"
"6850",6850,2018,9,2018-09-14,"Before","Harris County",32,"White","Female","A",1,14,5000,18,FALSE,"n/a","Guilty Plea"
"6851",6851,2021,8,2021-08-09,"After","Other Place",21,"Black","Male","A",0,1,1000,29,TRUE,"Released","Acquitted"
"6852",6852,2018,10,2018-10-29,"Before","Harris County",26,"White","Male","B",1,7,3500,39,FALSE,"n/a","Guilty Plea"
"6853",6853,2022,6,2022-06-20,"After","Other Place",34,"Latinx","Male","B",0,1,500,22,FALSE,"n/a","Dismissed"
"6854",6854,2019,4,2019-04-25,"Before","Other Place",32,"Black","Male","Violent",0,1,1500,5,FALSE,"n/a","Dismissed"
"6855",6855,2019,4,2019-04-01,"Before","Harris County",30,"Black","Male","A",1,5,5000,11,FALSE,"n/a","Dismissed"
"6856",6856,2020,4,2020-04-27,"After","Harris County",42,"Black","Male","Violent",1,7,0,1,FALSE,"n/a","Guilty Plea"
"6857",6857,2019,11,2019-11-14,"Before","Other Place",30,"Black","Male","B",1,3,1500,1,FALSE,"n/a","Dismissed"
"6858",6858,2022,3,2022-03-10,"After","Other Place",29,"Black","Female","A",1,5,5000,1,FALSE,"n/a","Guilty Plea"
"6859",6859,2017,6,2017-06-01,"Before","Other Place",56,"Black","Male","A",0,1,1000,1,FALSE,"n/a","Dismissed"
"6860",6860,2022,7,2022-07-08,"After","Harris County",48,"White","Male","A",0,1,0,1,FALSE,"n/a","Dismissed"
"6861",6861,2017,7,2017-07-22,"Before","Other Place",24,"Other","Male","A",1,7,5000,36,FALSE,"n/a","Guilty Plea"
"6862",6862,2021,2,2021-02-11,"After","Other Place",24,"Black","Female","B",1,8,4000,4,FALSE,"n/a","Guilty Plea"
"6863",6863,2017,7,2017-07-17,"Before","Harris County",27,"Black","Male","A",1,3,3000,78,FALSE,"n/a","Guilty Plea"
"6864",6864,2022,8,2022-08-09,"After","Other Place",26,"White","Male","B",1,3,1500,1,FALSE,"n/a","Guilty Plea"
"6865",6865,2017,8,2017-08-07,"Before","Harris County",31,"White","Male","A",0,1,1000,22,FALSE,"n/a","Dismissed"
"6866",6866,2021,8,2021-08-10,"After","Other Place",31,"Other","Male","B",1,5,2500,1,FALSE,"n/a","Dismissed"
"6867",6867,2021,1,2021-01-11,"After","Harris County",22,"White","Male","A",1,6,0,1,FALSE,"n/a","Guilty Plea"
"6868",6868,2020,4,2020-04-28,"After","Harris County",45,"Black","Male","Violent",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6869",6869,2019,5,2019-05-06,"Before","Other Place",29,"Latinx","Female","B",1,5,2500,1,FALSE,"n/a","Guilty Plea"
"6870",6870,2021,8,2021-08-25,"After","Other Place",38,"White","Male","A",0,1,1000,1,FALSE,"n/a","Guilty Plea"
"6871",6871,2017,4,2017-04-12,"Before","Harris County",24,"Black","Male","B",0,1,500,68,FALSE,"n/a","Guilty Plea"
"6872",6872,2022,3,2022-03-10,"After","Harris County",21,"Latinx","Male","B",1,8,0,1,FALSE,"n/a","Guilty Plea"
"6873",6873,2021,9,2021-09-16,"After","Harris County",35,"Black","Male","B",1,2,0,1,FALSE,"n/a","Guilty Plea"
"6874",6874,2017,11,2017-11-13,"Before","Harris County",35,"Latinx","Male","A",0,1,1000,7,FALSE,"n/a","Dismissed"
"6875",6875,2019,9,2019-09-23,"Before","Harris County",37,"White","Male","B",1,4,2000,29,FALSE,"n/a","Guilty Plea"
"6876",6876,2020,5,2020-05-06,"After","Harris County",42,"White","Male","A",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6877",6877,2020,8,2020-08-23,"After","Harris County",36,"White","Female","A",1,4,0,1,FALSE,"n/a","Dismissed"
"6878",6878,2021,3,2021-03-13,"After","Harris County",34,"White","Male","Violent",1,13,0,1,FALSE,"n/a","Dismissed"
"6879",6879,2022,10,2022-10-17,"After","Other Place",48,"Latinx","Male","A",1,13,5000,39,FALSE,"n/a","Guilty Plea"
"6880",6880,2022,8,2022-08-22,"After","Other Place",19,"White","Male","B",1,3,1500,4,FALSE,"n/a","Guilty Plea"
"6881",6881,2021,8,2021-08-14,"After","Harris County",27,"White","Male","B",1,9,0,1,FALSE,"n/a","Guilty Plea"
"6882",6882,2022,4,2022-04-08,"After","Other Place",25,"Other","Male","Violent",1,2,3000,1,FALSE,"n/a","Dismissed"
"6883",6883,2022,4,2022-04-09,"After","Harris County",47,"Latinx","Female","B",1,5,0,1,FALSE,"n/a","Guilty Plea"
"6884",6884,2021,3,2021-03-24,"After","Other Place",27,"Black","Female","A",1,2,2000,1,FALSE,"n/a","Guilty Plea"
"6885",6885,2017,8,2017-08-10,"Before","Other Place",19,"Black","Male","A",0,1,1000,99,FALSE,"n/a","Guilty Plea"
"6886",6886,2018,1,2018-01-19,"Before","Other Place",32,"Other","Male","B",1,9,4500,7,FALSE,"n/a","Guilty Plea"
"6887",6887,2021,3,2021-03-11,"After","Other Place",48,"Black","Male","B",1,14,5000,1,FALSE,"n/a","Guilty Plea"
"6888",6888,2020,6,2020-06-04,"After","Harris County",18,"Other","Male","A",1,2,0,1,FALSE,"n/a","Guilty Plea"
"6889",6889,2020,2,2020-02-24,"After","Other Place",26,"White","Female","B",1,6,3000,252,FALSE,"n/a","Dismissed"
"6890",6890,2018,2,2018-02-12,"Before","Harris County",34,"White","Female","B",1,3,1500,88,FALSE,"n/a","Guilty Plea"
"6891",6891,2017,3,2017-03-01,"Before","Harris County",28,"Black","Male","A",1,8,5000,6,FALSE,"n/a","Dismissed"
"6892",6892,2017,3,2017-03-30,"Before","Harris County",34,"White","Male","B",0,1,500,16,FALSE,"n/a","Guilty Plea"
"6893",6893,2020,9,2020-09-13,"After","Other Place",41,"Black","Female","B",1,5,2500,96,FALSE,"n/a","Dismissed"
"6894",6894,2022,7,2022-07-23,"After","Harris County",24,"White","Male","Violent",1,6,0,1,FALSE,"n/a","Dismissed"
"6895",6895,2022,1,2022-01-17,"After","Harris County",40,"White","Male","A",1,10,0,1,FALSE,"n/a","Dismissed"
"6896",6896,2022,2,2022-02-09,"After","Harris County",32,"White","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"6897",6897,2021,8,2021-08-02,"After","Harris County",33,"Black","Male","B",1,6,0,1,FALSE,"n/a","Guilty Plea"
"6898",6898,2022,1,2022-01-03,"After","Harris County",24,"Latinx","Female","A",1,3,0,1,FALSE,"n/a","Dismissed"
"6899",6899,2018,3,2018-03-11,"Before","Harris County",29,"Latinx","Male","Violent",1,6,9000,52,FALSE,"n/a","Guilty Plea"
"6900",6900,2020,1,2020-01-03,"After","Other Place",29,"Black","Male","Violent",1,2,3000,1,FALSE,"n/a","Guilty Plea"
"6901",6901,2021,5,2021-05-30,"After","Other Place",49,"White","Male","A",1,3,3000,1,FALSE,"n/a","Guilty Plea"
"6902",6902,2020,1,2020-01-30,"After","Harris County",40,"Black","Female","B",1,8,0,1,FALSE,"n/a","Guilty Plea"
"6903",6903,2020,12,2020-12-22,"After","Harris County",33,"White","Male","B",1,4,0,1,TRUE,"Released","Acquitted"
"6904",6904,2022,10,2022-10-28,"After","Other Place",23,"White","Male","B",0,1,500,15,FALSE,"n/a","Guilty Plea"
"6905",6905,2022,8,2022-08-07,"After","Harris County",21,"Latinx","Male","B",1,2,0,1,FALSE,"n/a","Guilty Plea"
"6906",6906,2017,9,2017-09-16,"Before","Harris County",33,"Latinx","Male","B",1,4,2000,3,FALSE,"n/a","Guilty Plea"
"6907",6907,2021,9,2021-09-27,"After","Other Place",24,"White","Male","B",0,1,500,2,TRUE,"Released","Acquitted"
"6908",6908,2017,4,2017-04-01,"Before","Other Place",33,"Black","Male","B",0,1,500,18,FALSE,"n/a","Guilty Plea"
"6909",6909,2020,8,2020-08-24,"After","Harris County",58,"White","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"6910",6910,2018,7,2018-07-14,"Before","Harris County",29,"White","Male","B",1,4,2000,38,FALSE,"n/a","Guilty Plea"
"6911",6911,2022,11,2022-11-18,"After","Harris County",38,"Black","Male","Violent",1,20,0,1,FALSE,"n/a","Guilty Plea"
"6912",6912,2020,1,2020-01-11,"After","Other Place",21,"Latinx","Male","B",1,4,2000,1,FALSE,"n/a","Dismissed"
"6913",6913,2022,12,2022-12-07,"After","Harris County",40,"Black","Female","A",1,3,0,1,FALSE,"n/a","Dismissed"
"6914",6914,2018,5,2018-05-13,"Before","Other Place",43,"White","Male","A",1,7,5000,84,FALSE,"n/a","Dismissed"
"6915",6915,2017,6,2017-06-03,"Before","Other Place",34,"White","Male","Violent",1,2,3000,6,FALSE,"n/a","Guilty Plea"
"6916",6916,2019,5,2019-05-29,"Before","Other Place",46,"White","Male","A",1,3,3000,1,FALSE,"n/a","Guilty Plea"
"6917",6917,2017,3,2017-03-25,"Before","Harris County",39,"Black","Male","B",1,6,3000,14,FALSE,"n/a","Guilty Plea"
"6918",6918,2018,5,2018-05-26,"Before","Harris County",33,"Black","Male","Violent",1,10,10000,68,FALSE,"n/a","Guilty Plea"
"6919",6919,2022,1,2022-01-31,"After","Harris County",32,"White","Male","B",1,14,0,1,FALSE,"n/a","Dismissed"
"6920",6920,2020,5,2020-05-18,"After","Harris County",19,"Black","Male","B",1,3,0,1,FALSE,"n/a","Dismissed"
"6921",6921,2021,2,2021-02-16,"After","Other Place",27,"White","Male","B",1,3,1500,1,FALSE,"n/a","Guilty Plea"
"6922",6922,2018,12,2018-12-20,"Before","Harris County",20,"White","Male","B",1,7,3500,27,FALSE,"n/a","Guilty Plea"
"6923",6923,2021,6,2021-06-08,"After","Harris County",41,"White","Male","B",1,4,0,1,FALSE,"n/a","Dismissed"
"6924",6924,2022,6,2022-06-02,"After","Harris County",35,"Latinx","Male","A",1,2,0,1,FALSE,"n/a","Guilty Plea"
"6925",6925,2021,1,2021-01-26,"After","Other Place",20,"White","Male","B",1,10,5000,26,FALSE,"n/a","Guilty Plea"
"6926",6926,2022,1,2022-01-23,"After","Other Place",41,"Black","Male","Violent",1,2,3000,7,FALSE,"n/a","Dismissed"
"6927",6927,2017,5,2017-05-08,"Before","Harris County",23,"White","Female","B",1,4,2000,8,FALSE,"n/a","Dismissed"
"6928",6928,2020,3,2020-03-19,"After","Harris County",39,"White","Male","B",1,4,0,1,FALSE,"n/a","Dismissed"
"6929",6929,2022,1,2022-01-03,"After","Other Place",48,"Black","Female","A",1,9,5000,86,FALSE,"n/a","Guilty Plea"
"6930",6930,2021,1,2021-01-11,"After","Harris County",37,"White","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"6931",6931,2019,1,2019-01-19,"Before","Other Place",25,"White","Male","B",1,5,2500,75,FALSE,"n/a","Guilty Plea"
"6932",6932,2017,3,2017-03-30,"Before","Other Place",49,"Black","Male","Violent",1,8,10000,73,FALSE,"n/a","Guilty Plea"
"6933",6933,2020,3,2020-03-01,"After","Other Place",25,"Latinx","Female","B",1,9,4500,1,FALSE,"n/a","Guilty Plea"
"6934",6934,2018,9,2018-09-02,"Before","Other Place",31,"Black","Male","B",1,3,1500,19,FALSE,"n/a","Guilty Plea"
"6935",6935,2019,9,2019-09-02,"Before","Other Place",36,"White","Male","B",1,2,1000,53,FALSE,"n/a","Guilty Plea"
"6936",6936,2019,4,2019-04-26,"Before","Other Place",35,"White","Male","B",0,1,500,82,FALSE,"n/a","Guilty Plea"
"6937",6937,2018,3,2018-03-12,"Before","Harris County",21,"Black","Male","B",1,8,4000,40,FALSE,"n/a","Guilty Plea"
"6938",6938,2017,7,2017-07-09,"Before","Other Place",35,"White","Male","B",1,17,5000,16,FALSE,"n/a","Dismissed"
"6939",6939,2020,8,2020-08-22,"After","Other Place",31,"White","Male","Violent",1,7,10000,26,FALSE,"n/a","Guilty Plea"
"6940",6940,2019,1,2019-01-13,"Before","Harris County",24,"White","Male","Violent",1,3,4500,4,FALSE,"n/a","Dismissed"
"6941",6941,2022,12,2022-12-14,"After","Other Place",26,"Black","Male","A",1,10,5000,10,FALSE,"n/a","Dismissed"
"6942",6942,2021,1,2021-01-22,"After","Other Place",39,"White","Female","B",0,1,500,124,FALSE,"n/a","Guilty Plea"
"6943",6943,2019,12,2019-12-09,"Before","Other Place",34,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Dismissed"
"6944",6944,2022,11,2022-11-09,"After","Other Place",50,"White","Male","Violent",1,2,3000,5,FALSE,"n/a","Guilty Plea"
"6945",6945,2017,1,2017-01-30,"Before","Harris County",34,"Black","Male","B",1,4,2000,90,FALSE,"n/a","Guilty Plea"
"6946",6946,2022,12,2022-12-01,"After","Other Place",38,"White","Male","Violent",1,2,3000,1,FALSE,"n/a","Guilty Plea"
"6947",6947,2018,1,2018-01-28,"Before","Harris County",22,"Other","Male","B",1,2,1000,8,FALSE,"n/a","Guilty Plea"
"6948",6948,2019,2,2019-02-23,"Before","Harris County",42,"White","Male","Violent",1,3,4500,7,FALSE,"n/a","Guilty Plea"
"6949",6949,2017,6,2017-06-03,"Before","Harris County",27,"Black","Male","B",1,2,1000,89,FALSE,"n/a","Guilty Plea"
"6950",6950,2022,10,2022-10-22,"After","Other Place",21,"Other","Male","Violent",1,6,9000,17,FALSE,"n/a","Dismissed"
"6951",6951,2021,10,2021-10-17,"After","Other Place",30,"White","Female","A",1,2,2000,20,FALSE,"n/a","Dismissed"
"6952",6952,2018,12,2018-12-06,"Before","Other Place",24,"White","Male","B",1,7,3500,1,FALSE,"n/a","Dismissed"
"6953",6953,2020,10,2020-10-17,"After","Harris County",36,"Black","Male","Violent",0,1,0,1,FALSE,"n/a","Dismissed"
"6954",6954,2020,12,2020-12-26,"After","Other Place",21,"White","Male","Violent",1,2,3000,1,FALSE,"n/a","Guilty Plea"
"6955",6955,2020,6,2020-06-14,"After","Harris County",27,"Latinx","Male","A",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6956",6956,2017,3,2017-03-18,"Before","Harris County",33,"Black","Male","B",1,3,1500,12,FALSE,"n/a","Guilty Plea"
"6957",6957,2017,2,2017-02-07,"Before","Harris County",29,"White","Male","B",1,6,3000,11,FALSE,"n/a","Guilty Plea"
"6958",6958,2019,1,2019-01-04,"Before","Harris County",42,"Latinx","Male","Violent",0,1,1500,75,FALSE,"n/a","Guilty Plea"
"6959",6959,2017,12,2017-12-26,"Before","Harris County",38,"White","Male","A",1,5,5000,78,FALSE,"n/a","Dismissed"
"6960",6960,2022,12,2022-12-01,"After","Harris County",29,"Black","Male","B",1,11,0,1,FALSE,"n/a","Guilty Plea"
"6961",6961,2018,8,2018-08-29,"Before","Harris County",48,"Latinx","Male","Violent",1,15,10000,18,TRUE,"Released","Convicted"
"6962",6962,2020,6,2020-06-18,"After","Other Place",34,"White","Male","B",1,12,5000,50,FALSE,"n/a","Dismissed"
"6963",6963,2018,5,2018-05-25,"Before","Other Place",27,"White","Male","B",1,4,2000,1,FALSE,"n/a","Guilty Plea"
"6964",6964,2017,7,2017-07-23,"Before","Other Place",34,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"6965",6965,2022,4,2022-04-21,"After","Other Place",30,"Black","Male","Violent",1,3,4500,82,FALSE,"n/a","Dismissed"
"6966",6966,2021,8,2021-08-25,"After","Harris County",31,"White","Male","B",1,12,0,1,FALSE,"n/a","Guilty Plea"
"6967",6967,2022,5,2022-05-06,"After","Other Place",34,"Black","Male","A",1,2,2000,34,TRUE,"Detained","Acquitted"
"6968",6968,2019,7,2019-07-11,"Before","Harris County",31,"Other","Female","B",1,7,3500,34,TRUE,"Detained","Acquitted"
"6969",6969,2017,11,2017-11-28,"Before","Harris County",41,"Black","Male","B",1,13,5000,40,FALSE,"n/a","Guilty Plea"
"6970",6970,2019,2,2019-02-17,"Before","Harris County",40,"White","Female","B",1,9,4500,38,FALSE,"n/a","Guilty Plea"
"6971",6971,2018,6,2018-06-19,"Before","Harris County",38,"Black","Male","A",1,2,2000,30,FALSE,"n/a","Dismissed"
"6972",6972,2021,2,2021-02-14,"After","Harris County",29,"Black","Male","B",1,8,0,1,FALSE,"n/a","Guilty Plea"
"6973",6973,2019,1,2019-01-26,"Before","Harris County",30,"White","Male","A",1,3,3000,1,FALSE,"n/a","Dismissed"
"6974",6974,2021,8,2021-08-23,"After","Harris County",39,"White","Male","B",1,2,0,1,FALSE,"n/a","Guilty Plea"
"6975",6975,2018,12,2018-12-14,"Before","Other Place",35,"Black","Male","Violent",1,2,3000,113,FALSE,"n/a","Dismissed"
"6976",6976,2017,6,2017-06-02,"Before","Harris County",36,"Black","Male","B",1,7,3500,49,FALSE,"n/a","Guilty Plea"
"6977",6977,2022,7,2022-07-01,"After","Harris County",23,"White","Male","B",1,3,0,1,FALSE,"n/a","Guilty Plea"
"6978",6978,2022,5,2022-05-22,"After","Other Place",22,"Other","Male","B",1,11,5000,4,FALSE,"n/a","Dismissed"
"6979",6979,2018,6,2018-06-24,"Before","Harris County",26,"White","Male","A",1,3,3000,10,FALSE,"n/a","Guilty Plea"
"6980",6980,2019,3,2019-03-31,"Before","Harris County",20,"White","Male","B",1,5,2500,15,FALSE,"n/a","Guilty Plea"
"6981",6981,2020,5,2020-05-08,"After","Harris County",34,"Black","Male","A",1,11,0,1,FALSE,"n/a","Guilty Plea"
"6982",6982,2019,7,2019-07-17,"Before","Harris County",42,"White","Male","Violent",1,3,4500,186,FALSE,"n/a","Guilty Plea"
"6983",6983,2021,2,2021-02-14,"After","Harris County",21,"Black","Female","B",1,2,0,1,TRUE,"Released","Acquitted"
"6984",6984,2018,4,2018-04-17,"Before","Harris County",30,"White","Female","B",1,15,5000,9,FALSE,"n/a","Dismissed"
"6985",6985,2017,1,2017-01-19,"Before","Other Place",41,"Black","Male","Violent",1,9,10000,74,FALSE,"n/a","Guilty Plea"
"6986",6986,2017,12,2017-12-31,"Before","Other Place",43,"Latinx","Male","Violent",1,4,6000,3,FALSE,"n/a","Guilty Plea"
"6987",6987,2021,1,2021-01-25,"After","Harris County",22,"White","Female","B",0,1,0,1,TRUE,"Released","Acquitted"
"6988",6988,2022,7,2022-07-17,"After","Harris County",40,"White","Male","Violent",1,2,0,1,TRUE,"Released","Acquitted"
"6989",6989,2020,11,2020-11-16,"After","Other Place",29,"Black","Male","B",1,8,4000,3,FALSE,"n/a","Guilty Plea"
"6990",6990,2021,5,2021-05-21,"After","Harris County",30,"Latinx","Male","B",1,6,0,1,FALSE,"n/a","Guilty Plea"
"6991",6991,2020,10,2020-10-27,"After","Harris County",28,"White","Female","A",1,3,0,1,FALSE,"n/a","Dismissed"
"6992",6992,2020,9,2020-09-03,"After","Harris County",26,"White","Male","B",1,2,0,1,TRUE,"Released","Acquitted"
"6993",6993,2021,2,2021-02-20,"After","Harris County",45,"Black","Male","B",1,3,0,1,FALSE,"n/a","Guilty Plea"
"6994",6994,2018,10,2018-10-01,"Before","Other Place",32,"Other","Male","B",0,1,500,127,FALSE,"n/a","Guilty Plea"
"6995",6995,2019,5,2019-05-26,"Before","Other Place",39,"White","Female","B",1,9,4500,27,FALSE,"n/a","Dismissed"
"6996",6996,2021,6,2021-06-24,"After","Harris County",48,"White","Female","B",1,11,0,1,FALSE,"n/a","Dismissed"
"6997",6997,2019,11,2019-11-18,"Before","Harris County",18,"Latinx","Male","B",0,1,500,117,FALSE,"n/a","Guilty Plea"
"6998",6998,2018,4,2018-04-04,"Before","Other Place",32,"Black","Male","Violent",1,9,10000,1,FALSE,"n/a","Guilty Plea"
"6999",6999,2022,8,2022-08-26,"After","Harris County",45,"Black","Female","B",1,5,0,1,TRUE,"Released","Acquitted"
"7000",7000,2020,2,2020-02-28,"After","Harris County",36,"White","Female","B",0,1,0,1,FALSE,"n/a","Dismissed"
"7001",7001,2020,8,2020-08-17,"After","Harris County",19,"White","Male","A",1,17,0,1,FALSE,"n/a","Guilty Plea"
"7002",7002,2018,8,2018-08-22,"Before","Harris County",36,"Black","Male","B",1,4,2000,42,FALSE,"n/a","Dismissed"
"7003",7003,2020,8,2020-08-02,"After","Other Place",24,"White","Male","B",1,12,5000,1,FALSE,"n/a","Guilty Plea"
"7004",7004,2018,1,2018-01-26,"Before","Other Place",41,"Latinx","Female","B",1,22,5000,21,FALSE,"n/a","Guilty Plea"
"7005",7005,2020,7,2020-07-08,"After","Harris County",24,"White","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"7006",7006,2019,4,2019-04-17,"Before","Harris County",32,"White","Male","Violent",0,1,1500,131,TRUE,"Released","Acquitted"
"7007",7007,2019,5,2019-05-27,"Before","Other Place",36,"Black","Male","Violent",1,6,9000,1,FALSE,"n/a","Guilty Plea"
"7008",7008,2018,2,2018-02-01,"Before","Harris County",46,"Black","Male","A",0,1,1000,29,FALSE,"n/a","Guilty Plea"
"7009",7009,2022,2,2022-02-20,"After","Other Place",22,"Other","Male","B",0,1,500,12,FALSE,"n/a","Guilty Plea"
"7010",7010,2020,3,2020-03-26,"After","Other Place",27,"White","Female","A",1,15,5000,1,FALSE,"n/a","Guilty Plea"
"7011",7011,2019,6,2019-06-14,"Before","Other Place",25,"White","Male","Violent",1,9,10000,44,FALSE,"n/a","Guilty Plea"
"7012",7012,2021,7,2021-07-07,"After","Harris County",27,"Other","Male","B",1,2,0,1,FALSE,"n/a","Guilty Plea"
"7013",7013,2020,5,2020-05-15,"After","Harris County",24,"Latinx","Male","B",1,7,0,1,FALSE,"n/a","Guilty Plea"
"7014",7014,2018,8,2018-08-19,"Before","Harris County",30,"Other","Male","B",1,17,5000,42,FALSE,"n/a","Guilty Plea"
"7015",7015,2018,10,2018-10-10,"Before","Other Place",33,"Other","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"7016",7016,2019,9,2019-09-04,"Before","Other Place",38,"White","Male","Violent",0,1,1500,9,FALSE,"n/a","Guilty Plea"
"7017",7017,2017,3,2017-03-19,"Before","Harris County",30,"White","Male","Violent",0,1,1500,10,FALSE,"n/a","Guilty Plea"
"7018",7018,2021,9,2021-09-21,"After","Harris County",27,"Black","Male","A",1,8,0,1,FALSE,"n/a","Dismissed"
"7019",7019,2019,11,2019-11-13,"Before","Other Place",23,"White","Male","B",0,1,500,1,TRUE,"Released","Acquitted"
"7020",7020,2021,10,2021-10-23,"After","Other Place",42,"White","Male","Violent",1,12,10000,124,FALSE,"n/a","Guilty Plea"
"7021",7021,2020,3,2020-03-03,"After","Other Place",32,"White","Female","B",1,4,2000,1,FALSE,"n/a","Dismissed"
"7022",7022,2021,1,2021-01-15,"After","Other Place",32,"White","Male","A",1,15,5000,29,FALSE,"n/a","Guilty Plea"
"7023",7023,2019,1,2019-01-24,"Before","Harris County",33,"Black","Male","B",0,1,500,18,FALSE,"n/a","Guilty Plea"
"7024",7024,2022,4,2022-04-22,"After","Other Place",26,"White","Male","B",1,5,2500,67,FALSE,"n/a","Guilty Plea"
"7025",7025,2022,6,2022-06-15,"After","Other Place",42,"White","Female","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"7026",7026,2021,11,2021-11-12,"After","Harris County",25,"Black","Male","A",1,4,0,1,FALSE,"n/a","Dismissed"
"7027",7027,2021,1,2021-01-02,"After","Other Place",20,"White","Male","A",1,9,5000,160,TRUE,"Detained","Acquitted"
"7028",7028,2022,9,2022-09-28,"After","Other Place",27,"Black","Male","A",1,6,5000,1,FALSE,"n/a","Guilty Plea"
"7029",7029,2017,8,2017-08-15,"Before","Harris County",23,"White","Male","Violent",1,19,10000,11,TRUE,"Released","Acquitted"
"7030",7030,2017,1,2017-01-11,"Before","Harris County",35,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Dismissed"
"7031",7031,2018,1,2018-01-20,"Before","Harris County",35,"Latinx","Male","B",1,2,1000,29,FALSE,"n/a","Guilty Plea"
"7032",7032,2017,4,2017-04-03,"Before","Harris County",32,"White","Male","B",1,3,1500,18,FALSE,"n/a","Guilty Plea"
"7033",7033,2021,6,2021-06-07,"After","Harris County",40,"Black","Male","A",1,12,0,1,FALSE,"n/a","Guilty Plea"
"7034",7034,2018,4,2018-04-23,"Before","Other Place",53,"Black","Male","A",1,9,5000,272,FALSE,"n/a","Guilty Plea"
"7035",7035,2020,7,2020-07-31,"After","Harris County",20,"Other","Male","Violent",1,2,0,1,FALSE,"n/a","Guilty Plea"
"7036",7036,2020,4,2020-04-03,"After","Other Place",32,"Black","Male","B",0,1,500,45,FALSE,"n/a","Guilty Plea"
"7037",7037,2022,5,2022-05-21,"After","Harris County",27,"White","Male","A",1,18,0,1,FALSE,"n/a","Guilty Plea"
"7038",7038,2019,1,2019-01-19,"Before","Harris County",32,"White","Female","A",1,3,3000,1,FALSE,"n/a","Guilty Plea"
"7039",7039,2019,8,2019-08-10,"Before","Harris County",35,"Black","Male","B",1,4,2000,7,FALSE,"n/a","Guilty Plea"
"7040",7040,2021,9,2021-09-23,"After","Harris County",40,"White","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"7041",7041,2019,7,2019-07-20,"Before","Harris County",26,"Black","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"7042",7042,2022,5,2022-05-04,"After","Harris County",36,"Black","Male","Violent",1,3,0,1,FALSE,"n/a","Guilty Plea"
"7043",7043,2020,11,2020-11-10,"After","Other Place",22,"White","Male","B",0,1,500,1,FALSE,"n/a","Dismissed"
"7044",7044,2018,9,2018-09-17,"Before","Other Place",38,"Black","Male","Violent",1,6,9000,14,FALSE,"n/a","Guilty Plea"
"7045",7045,2021,2,2021-02-01,"After","Harris County",41,"Black","Female","A",1,5,0,1,FALSE,"n/a","Guilty Plea"
"7046",7046,2017,9,2017-09-08,"Before","Other Place",27,"Black","Male","B",1,2,1000,182,FALSE,"n/a","Dismissed"
"7047",7047,2018,4,2018-04-22,"Before","Other Place",30,"White","Male","B",1,14,5000,1,FALSE,"n/a","Dismissed"
"7048",7048,2017,3,2017-03-22,"Before","Harris County",25,"White","Male","A",1,8,5000,22,FALSE,"n/a","Dismissed"
"7049",7049,2021,8,2021-08-24,"After","Harris County",33,"White","Male","B",0,1,0,1,TRUE,"Released","Acquitted"
"7050",7050,2019,3,2019-03-08,"Before","Harris County",38,"White","Male","Violent",0,1,1500,6,FALSE,"n/a","Guilty Plea"
